street_address,zip_code,store_types,total_auth_count,deauth_count,address_history_years,churn_tier,store_names
880 River Ave,10452,Convenience Store | Medium Grocery Store,3,2,19.8,Moderate,99 Cents Golden Discount Inc | New Stadium Discount Inc | Stadium Discount Inc
1027 Walton Ave,10452,Medium Grocery Store | Small Grocery Store,3,3,21.1,Moderate,Barbara Deli Food Corp | La Parada Latina Mini Market Corp | Walton Deli
1026 60th St,11219,Combination Grocery/Other | Small Grocery Store,3,3,15.7,Moderate,Xin Hao Grocery Corp. | Yan Yan Brothers Inc | Yan Yan Grocery Corp.
88-10 Liberty Ave,11417,Medium Grocery Store | Small Grocery Store,3,3,19.8,Moderate,B B Grocery Inc | New Market Inc | S & K Market
1508 Newkirk Ave,11226,Convenience Store | Small Grocery Store,3,3,17.6,Moderate,1508 Newkirk Plaza Deli And Grocery Inc. | 1508 Plaza Deli Grocery Corp | B Q Convenience Corp
1507 Gravesend Neck Rd,11229,Convenience Store,3,3,9.1,Moderate,Circle 7 Deli Corp | Circle 777 Deli Corp | Gravesend Deli & Grill Inc.
9071 Sutphin Blvd,11435,Convenience Store | Small Grocery Store,3,3,15.9,Moderate,D-licious Deli Corp | Star Food & Deli Grocery Inc | Well Being Fish Inc
1017 Rogers Ave,11226,Convenience Store | Small Grocery Store,3,2,17.6,Moderate,Dilcia Discount Corp | F & C Deli Grocery Corp | Mega Food Market Inc
1015 E 167th St,10459,Bakery Specialty | Medium Grocery Store,3,2,35.3,Moderate,BIARRITZ BAKERY INC | Biarritz Bakery Inc. | Velasquez & Associates Inc.-dba- Biarritz Bakery
1016 Post Ave,10302,Convenience Store | Small Grocery Store,3,3,13.1,Moderate,103 Smoke LLC | Marina's Tropical Product Inc. | Post Deli & Grocery
905 Broadway,11206,Convenience Store | Small Grocery Store,3,3,25,Moderate,Broadway Deli Grocery | Deli Brothers Grocery Inc
905 Metropolitan Ave,11211,Convenience Store | Small Grocery Store,3,2,17.2,Moderate,"Imperial Star Deli LLC | Late Night 905, Inc. 1 | Late Night Deli Inc"
1763 Broadway,11207,Convenience Store,3,2,13.4,Moderate,1763 Deli Grocery Corp | Chauncey 1763 Deli Grocery Inc | Chauncey Deli Grocery Inc
1760 Westchester Ave,10472,Convenience Store | Medium Grocery Store,3,3,20.5,Moderate,ALEX DISCOUNT GROCERY INC | Adan Deli Grocery Inc | Samadan Deli Grocery Inc
1759 Jerome Ave,10453,Small Grocery Store,3,3,18.3,Moderate,Fairway Deli Grocery Inc. | Mike's Gourmet Deli | TW DELI & GROCERY CORP
1751 Lafayette Ave,10473,Convenience Store,3,3,10.7,Moderate,Empire City Deli & Grocery Corp | Empire City Deli And Grocery 1 Corp
1750 E Gun Hill Rd,10469,Combination Grocery/Other | Supermarket,3,1,38.5,Moderate,A & P  050 | ALDI 73019 | Dollar Tree 5348
1750 Nostrand Ave,11226,Convenience Store | Small Grocery Store,3,2,22.3,Moderate,Adam Deli Grocery | BELKIS GROCERY STORE | New Adam Deli Grocery Inc.
175 Garretson Ave,10305,Convenience Store,3,3,20.4,Moderate,FORTUNE MARKET CORP | Happy & Harry Minimart Inc | Your Choice Deli Inc
1509 Sheepshead Bay Rd,11235,Combination Grocery/Other | Convenience Store | Medium Grocery Store,3,3,13,Moderate,7 Eleven 35295H | Portokali Gourmet Corp | Portokali Gourmet Market
892 Dekalb Ave,11221,Convenience Store | Small Grocery Store,3,2,19.1,Moderate,Echavarria Foods Corp | Liam Deli Grocery Ny Corp | Pimentel Deli & Grocery Inc
1772 Pitkin Ave,11212,Convenience Store | Small Grocery Store,3,4,13.8,Moderate,Matt's Around The Clock Deli & Convenience Store I | Sunshine Market Deli & Grocery | Toppe 1 Deli & Grocery
1773 1st Ave,10128,Convenience Store | Small Grocery Store,3,4,20.4,Moderate,1773 Deli & Convenience Store Corp | 1773 Express Deli Corporation | BLUE MOON DELI & GROCERY INC
177 W 83rd St,10024,Combination Grocery/Other | Small Grocery Store,3,3,16.8,Moderate,177 West Grocery Corp | 177 West Grocery Inc | 2015 Ruandy Grocery Corp
1769 Southern Blvd,10460,Convenience Store | Small Grocery Store,3,3,19.5,Moderate,Express One Ny Inc | Freedom Food Market Corp | US Convenience Storee Inc
1764 Dr Martin L King Jr Blvd,10453,Convenience Store,3,2,5,Moderate,K & E Mobil | Mobil Mart | Wisam Mart LLC
1761 Nostrand Ave,11226,Supermarket,3,2,9.3,Moderate,Noures Food Corp/C-Town Supermarket | Retaj Food Corp/ C-Town Supermarket | Toofan Food Corp/C-town
1761 Southern Blvd,10460,Large Grocery Store | Meat/Poultry Specialty | Medium Grocery Store,3,3,29.4,Moderate,NBM Food LLc | NEW WAY MEAT FARM | Shuna Foods Llc D/b/a C-town
90 Elizabeth St,10013,Combination Grocery/Other,3,2,14.1,Moderate,Grand China Trading Inc | Great China Enterprise Inc | Great China Group Inc
9 W 110th St,10026,Convenience Store | Small Grocery Store | Supermarket,3,2,12.5,Moderate,9-11 Deli Co/dbCentral Park Organic Deli & Grocery | 9-11 Deli Corp | Mojo's Organics & Gourmet Deli LLC
9 Knolls Cres,10463,Convenience Store | Medium Grocery Store,3,3,27.7,Moderate,"FRESH KING MARKET, INC | Fresh King Market | Kn Market"
9 Blake Ave,11212,Convenience Store | Small Grocery Store,3,3,14.7,Moderate,El Gatto Deli & Grocery | Hope Quick Stop Deli Inc | Union And Blake Grocery
8958 Francis Lewis Blvd,11427,Convenience Store,3,2,8.3,Moderate,S & A Deli And Grill Corp | Yahya Plus Convenience Store Corp | Yug Deli Inc.
895 Gates Ave,11221,Convenience Store,3,3,24.7,Moderate,Mechy Food Store Corp | RAYMOND GROCERY
8922 43rd Ave,11373,Convenience Store | Small Grocery Store,3,3,15.7,Moderate,BALLY MINI MARKET INC. | China One Market Inc | Lovely Bebe Inc
10205A 32nd Ave,11369,Convenience Store,3,3,27.8,Moderate,"J & J Carpe Diem Corp | Mini Market La Bodeguita Alex, Corp. NA | RODRIGUEZ DELI & GROCERY STORE"
9110 Corona Ave,11373,Small Grocery Store,3,2,9.4,Moderate,Corona Grocery & Discount Inc | Fortune Baby Store Inc | Yohan's Mexican Market Inc
911 Coney Island Ave,11230,Convenience Store | Small Grocery Store,3,2,21.1,Moderate,4 SEASON & DELI GROCERY | 4 Season & Deli Grocery | THREE STAR SUPERMART CORP
911 E 107th St,11236,Convenience Store | Small Grocery Store,3,2,20.7,Moderate,FLATLAND DELI GROCERY CORP | FLATLAND'S DELI | Mayar Deli Corp.
909 Sheridan Ave,10451,Medium Grocery Store | Small Grocery Store,3,3,10.3,Moderate,Amal Deli Corp | Best Court Side Deli Corp | Court Side Deli II Corp
91 Avenue D,10009,Convenience Store | Small Grocery Store,3,3,21,Moderate,AVENUE D DELI GROCERY | Manhattan Express Deli Grocery | New City Deli Grocery Corp
91 Humboldt St,11206,Super Store | Supermarket,3,2,38,Moderate,ADELMAN'S ENTERPRISES INC/ASSOC | M  E & B Food Corp. | MLD 91 Food Corp/Bravo Supermarket
909 E 230th St,10466,Combination Grocery/Other | Convenience Store,3,2,11,Moderate,909 Deli And Grocery Corp | Guidy Deli And Grocery Inc | NEW WORLD GROCERY & DELI INC
909 Fulton St,11238,Small Grocery Store,3,2,25.9,Moderate,909 FULTON GROCERY & DELI CORP | 909 FULTON GROCERY MART
1718 Jerome Ave,11235,Bakery Specialty | Small Grocery Store,3,3,12.1,Moderate,Breadhouse Only Fresh | Brooklyn Bread House | Onanyan Bread House Llc
1515 Watson Ave,10472,Small Grocery Store,3,3,20.3,Moderate,1515 LINE DELI GROCERY CORP | Fruteria Universal Huitzil Cholula Corp | STOP LINE DELI GROCERY CORP
1512 Schorr Pl,10469,Convenience Store | Small Grocery Store,3,3,21.5,Moderate,"F A Express Deli Corp | GREEN PARK DELI-GROCERY | Pelham Garden Deli Grocery, Llc"
9183 111th St,11418,Convenience Store | Small Grocery Store,3,4,22.6,Moderate,Atlantic Ave Deli Grocery Corp | Mini Star One Deli Grocery Corp | STAR ONE DELI GROCER
917 Sheridan Ave,10451,Small Grocery Store,3,2,22.6,Moderate,Mg Deli Grocery Corp | R & C DELI GROCERY INC
913A Broadway,11206,Fruits/Veg Specialty,3,3,17.9,Moderate,Broadway Tropical Fruits & Vegetables
9130 4th Ave,11209,Convenience Store | Small Grocery Store,3,3,34.9,Moderate,Eat & Go Gourmet Deli Corp | VERRAZANO DELI | Ww Deli & Grocery 1 Corp
912 E Gun Hill Rd,10469,Convenience Store | Medium Grocery Store | Small Grocery Store,3,5,19,Moderate,Deal Food Corp | Dollar Enterprise Inc | Super 99Cents Food Stores Inc
173 Park Ave,11205,Convenience Store | Meat/Poultry Specialty | Small Grocery Store,3,3,24.9,Moderate,173 Park Ave Deli Grocery | Dolores Deli Grocery | NOEL GROCERY
1728 Hylan Blvd,10305,Meat/Poultry Specialty | Medium Grocery Store,3,3,30.2,Moderate,G G MEATS INC | J.A.B. Meat Packers Inc | JAB Meat Packers Inc
1729 Emmons Ave,11235,Convenience Store,3,3,26.7,Moderate,Emmons Deli Inc | ZEPHYR'S SUPERETTE INC
17222 Hillside Ave,11432,Convenience Store | Small Grocery Store,3,3,21.3,Moderate,173 GROCERY DELI INC | Fatboy Deli And Grill 1 Corp | Ramzi Deli And Grocery Corporation
1721 E 172nd St,10472,Medium Grocery Store | Small Grocery Store,3,2,25.7,Moderate,"G & F DELI GROCERY CORP | NOBLE FOOD DELI MARKET, CORP. | Noble Deli Grocery Corp"
1721 Seagirt Blvd,11691,Convenience Store,3,3,32,Moderate,Ocean Park Gourmet Deli Corp | Ocean Park Market Corp | PAKETERIA INC
17201 Baisley Blvd,11434,Convenience Store | Small Grocery Store,3,2,15.5,Moderate,172 Mini Mart Inc | Baisley Mini Mart Inc | Matty's Mini Mart Inc.
1720 Bath Ave,11214,Convenience Store | Small Grocery Store,3,3,20.5,Moderate,"Addu, Inc. | BENNY DELI CORP | Stw Fleet Inc."
9038 84th St,11421,Convenience Store,3,3,18.4,Moderate,20/20 Deli & Grocery Inc | 20/21 Deli & Grocery Inc | MAE-JS INC
904 Jennings St,10460,Meat/Poultry Specialty | Medium Grocery Store | Small Grocery Store,3,3,21.5,Moderate,"904 JENNINGS MEAT & POULTRY MARKET, INC. | Jennings Brothers Meat Market Corp | Jennings Villa Meat Market Corp"
9017 Corona Ave,11373,Convenience Store | Medium Grocery Store | Small Grocery Store,3,2,12.5,Moderate,Happy 88 Grocery Store Inc. | Xing Xing Grocery Store Inc
9011 Jamaica Ave,11421,Medium Grocery Store,3,2,11.1,Moderate,"La Oaxaquena Fruit & Vegetables, Inc. | La Oaxaquena Fruits & Vegetables, Inc."
901 Driggs Ave,11211,Medium Grocery Store,3,2,20.3,Moderate,Quality Fresh Market | S & Y FOOD CENTER CORP | jrs food llc
10201 101st Ave,11416,Convenience Store | Medium Grocery Store | Small Grocery Store,3,3,15.8,Moderate,New Apple Food Market Corp | PAN'S 168 MARKET INC. | Win Market NY Inc.
10201 Jamaica Ave,11418,Convenience Store | Small Grocery Store,3,2,16.1,Moderate,10201 Lucky Star Deli & Grocery Inc | God Guys Discount & Grocery Corp | New Max Gourmet Corp.
1738A E Gun Hill Rd,10469,Convenience Store | Medium Grocery Store | Small Grocery Store,3,3,13.1,Moderate,1738 Finest Deli Inc | 1738 Gunhill Food Corp
926 Intervale Ave,10459,Convenience Store | Small Grocery Store,3,3,21.8,Moderate,L.A. Deli Grocery LLC | Margarita's Grocery Store | PERIQUITO GROCERY
926 Nostrand Ave,11225,Convenience Store | Small Grocery Store | Unknown,3,4,25,Moderate,Aden City Corp | NOSTRAND 926 FOOD CORP | SOCIAL GROCERY
927 E 169th St,10459,Convenience Store | Small Grocery Store,3,2,13.9,Moderate,169 Grill And Deli | Bendecido Deli Grocery Corp | Divino Nino Bb Deli Corp
925 Hunts Point Ave,10459,Combination Grocery/Other | Convenience Store,3,2,8.2,Moderate,Dollar Tree 5191 | Fresh City Deli Inc | Fresh City Delii Incorporated
923 Prospect Ave,10459,Small Grocery Store,3,3,25.7,Moderate,Evolution Gourmet Deli Corp | FERNANDO GROCERY | R.A.G.A.S.O. Deli-Grocery LLC
9209 Rockaway Beach Blvd,11693,Convenience Store,3,3,11.1,Moderate,Rockaway Beach Gourmet Deli | Rockaway Beach Gourmet Deli Inc | Rockaway Beach Halal Deli Corp N/A
920 Myrtle Ave,11206,Convenience Store | Small Grocery Store,3,3,26,Moderate,J-D SUPERETTE | Ja Tompkins Food Corp | Jj Tompkins Food Corp
920 Seneca Ave,11385,Supermarket,3,2,18.3,Moderate,ENG FOOD CORP | Jolema Food Corp/Shop Fair Market Place | Seneca Foods Sellers Inc/Superfresh Supermarket
1701 Unionport Rd,10462,Combination Grocery/Other | Convenience Store,3,2,35.2,Moderate,1701 Grocery Corp | 5 Corners Grocery Corp | JAY & JAY GROCERY CORP
10102 Northern Blvd,11368,Convenience Store | Small Grocery Store,3,2,23.7,Moderate,101 Quick Stop Corp | 101-02 GROCERY DELI | Northern Deli & Grocery Corp.
9317 63rd Dr,11374,Large Grocery Store | Medium Grocery Store | Supermarket,3,2,23.9,Moderate,J B FRESH SEAFOOD SUPERMARKET INC | R & B Seafood Supermarket Inc | Rego Seafood Supermarket LLC
932 Broadway,11206,Convenience Store | Small Grocery Store,3,3,22.5,Moderate,BROADWAY FOOD MART CORP | Lucky Deli Gourmet Corp | Metropolitan Food Market Corp
9320 101st Ave,11416,Convenience Store | Small Grocery Store,3,4,22.2,Moderate,Ashley Stop & Shop Inc | City Super Market | MINI MILL MART
931 Castle Hill Ave,10473,Medium Grocery Store,3,2,22.4,Moderate,931 BROTHERS FOOD CORP | B M C B Deli Grocery Corp | BMCB Deli Grocery Corp
9305 37th Ave,11372,Convenience Store | Medium Grocery Store,3,3,12.2,Moderate,93 Candy City Store Inc | Baby City Store Inc | New Candy City Store Inc
930 E 174th St,10460,Convenience Store | Small Grocery Store,3,3,18.2,Moderate,CITY WIDE 99 CENTS INC | Lucky Star Discount &99 Cent Inc 930 | SUPERSTAR DISCOUNT & 99c INC.
1711 Harman St,11385,Convenience Store | Small Grocery Store,3,2,12.2,Moderate,Emita Grocery Corp | Harman Food Market Corp | Vecino Grocery Inc
1710 Avenue M,11230,Combination Grocery/Other | Seafood Specialty,3,3,15.1,Moderate,Alberts Market | Ave M Market Inc DBA Ocean Fresh | Fish Plaza LLC
1705 Ralph Ave,11236,Convenience Store | Small Grocery Store,3,2,15.6,Moderate,Nahshal Deli & Grocery Corp | Nahshal Deli & Grocery Corp. | STOP ONE DELI & GROCERY
1702 Watson Ave,10472,Medium Grocery Store | Small Grocery Store,3,2,24.9,Moderate,"LISBETH FOOD CORP | WATSON FOOD CENTER, INC"
17020 Jamaica Ave,11432,Convenience Store | Small Grocery Store,3,2,16.2,Moderate,170 Dominican Grocery Inc | A Y Family Grocery Inc | Five Star Dominican Grocery Inc
17020 Liberty Ave,11433,Convenience Store | Medium Grocery Store,3,3,17.8,Moderate,"Franklin Grocery Deli, Corp. | L&J Carting LLC | Liberty Mini Market"
1702 Linden St,11385,Convenience Store | Medium Grocery Store | Small Grocery Store,3,3,18,Moderate,Linden Grocery Store | R & H Brothers Inc | Sandras Deli And Grocery
1701 E 174th St,10472,Medium Grocery Store | Small Grocery Store,3,2,23,Moderate,174th Street Deli Corp | BARBARA GROCERY INC | Croes Grocery Deli Corp Croes Grocery Deli
909 Liberty Ave,11208,Convenience Store | Small Grocery Store,3,3,13.2,Moderate,Alhaddad Food Corp | Deli-lcious Inc. | Liberty Deli Inc I Dba Liberty Food
907 Fulton St,11238,Convenience Store | Medium Grocery Store,3,3,22.7,Moderate,907 Yafa Deli & Grocery Corp | YAFA DELI & GROCERY | Yafa Deli 1 Corp
1510 Cortelyou Rd,11226,Convenience Store,3,2,20.2,Moderate,Asian Grocery Inc | Deli Grill Vape And Conveniences Inc. | Sherpa Grocery Inc
1716 Mermaid Ave,11224,Combination Grocery/Other | Convenience Store,3,2,9.3,Moderate,Asiri Convenience Store Corp | Badan Grocery And Tobacco Inc | Coney Island Candy Store Corp.
1712 Menahan St,11385,Convenience Store | Medium Grocery Store | Small Grocery Store,3,3,20.5,Moderate,Atlixco Deli Grocery Inc | MARIA LIZA DELI GROCERY | Villa F Deli Grocery Inc
1714 W 6th St,11223,Convenience Store,3,3,19.1,Moderate,King 6 Smoke Shop & Deli Corp | Kings Corner Mini Mart Inc | Ms Corner Deli Grocery Inc.
17110 Jamaica Ave,11432,Convenience Store | Medium Grocery Store | Small Grocery Store,3,2,16.1,Moderate,"Kenedy Deli & Grill | Mi Casita Chapina, Llc | Tunisiano Corp"
17116A Hillside Ave,11432,Large Grocery Store | Medium Grocery Store | Small Grocery Store,3,3,13.3,Moderate,"Hillside Bangla Grocery And Halal Meat, Inc. | JMC Food Mart Inc DBA Dhaka Food Bazar | Star Food Bazar Inc"
9427 37th Ave,11372,Convenience Store | Medium Grocery Store,3,4,20.6,Moderate,Guerrero Farm Corp | Quisqueya Grocery | Ying's Grocery
942 E Gun Hill Rd,10469,Convenience Store | Small Grocery Store,3,2,9.5,Moderate,942 E Gun Hill Deli Corp | A-Rab Spot Deli & Grocery LLC | Gun Hill Gourmet Deli Llc
9415 Roosevelt Ave,11372,Medium Grocery Store | Small Grocery Store,3,3,14.4,Moderate,El Molino Supermarket Inc | Molino Trading Inc.
9411 Astoria Blvd,11369,Small Grocery Store,3,3,16.8,Moderate,Jayli International Deli Inc | New International Deli Inc
941 4th Ave,11232,Convenience Store,3,2,3.5,Moderate,King Deli & Grill 7 Corp. | King Deli 2 Corp | Sunset Finest Deli Inc.
9401 Roosevelt Ave,11372,Convenience Store | Small Grocery Store,3,4,24.8,Moderate,"Flor's Deli Grocery, Inc | Flors Deli Grocery Inc | RODRIGUEZ GROCERY"
940 Utica Ave,11203,Convenience Store | Small Grocery Store,3,2,14.3,Moderate,Cuevas Deli Food Corp | RAMOS GROCERY STORE
9401 Avenue L,11236,Convenience Store | Small Grocery Store,3,4,22.3,Moderate,"Corner Bites & Brews Corp. | S.A.A. Deli Grocery, Corp. | SAA Deli Grocery Corp"
1683 Palmetto St,11385,Convenience Store,3,3,20.6,Moderate,Britney's Deli Grocery Corp | ESTRELLA GROCERY | Tortillas Don Pedro Corp
1683 Woodbine St,11385,Convenience Store | Small Grocery Store,3,4,20.5,Moderate,1683 Jimmy Deli Grocery Corp | 1683 WOODBINE FOOD CORP | BLUE CORNER FOOD STORE CORP
16825A Hillside Ave,11432,Medium Grocery Store | Small Grocery Store,3,3,15.4,Moderate,Hevens Corporation | Kacha Bazar | Kachabazar
1683 1st Ave,10128,Convenience Store,3,2,10,Moderate,7 Eleven Store 35670A | 7-Eleven 35670J | JASAA Group Inc - 7 Eleven 35670B 35670B
1525 Myrtle Ave,11237,Convenience Store | Small Grocery Store,3,3,20.9,Moderate,Elim Lam Gas Station Corp | JASCO MARTY INC | Jaspe Mart Inc
945 Aldus St,10459,Convenience Store,3,2,18.6,Moderate,Alexis Deli & Grocery | R.P. Deli Grocery | Son Sonateca Grocery Store Corp.
945 Post Ave,10302,Convenience Store | Small Grocery Store,3,4,19.5,Moderate,Deli Fresh Produce Frutas y Verduras Balderas | El Mercadito Deli & Grocery | TF El Mercadito Deli Grocery Corp
944 Hegeman Ave,11208,Convenience Store | Small Grocery Store,3,2,22.3,Moderate,944 Hegeman Deli Grocery Inc | J.R. GROCERY STORE
1697 E New York Ave,11212,Convenience Store | Small Grocery Store,3,2,33.9,Moderate,Blas Minimarket Corp | GISELLE DELI GROCERY | Giselle Mini Market
16915 Jamaica Ave,11432,Medium Grocery Store | Small Grocery Store,3,2,10.6,Moderate,Little Rancho Mini Market LLC | Little Rancho Mini Market Llc | Ma Elizabeth Corp
1690 E 16th St,11229,Convenience Store,3,3,12.8,Moderate,Q News Inc | Quality News Inc | Quentin Grocery Inc
1690 Flatbush Ave,11210,Convenience Store,3,5,22.1,Moderate,1690 Flatbush Food Corp | 1690 Flatbush Foods 1 Corp | 2 BROTHERS DELI & GROCERY
16905 26th Ave,11358,Convenience Store | Small Grocery Store,3,3,14.6,Moderate,Goodluck Grocery | Nk Deli & Beer Spot Inc | SG Food Market
169 W 164th St,10452,Convenience Store | Small Grocery Store,3,3,15.5,Moderate,Habiby 7 Deli And Grocery Corr | R & R 169 Deli Grocery Corp
1690 Boston Rd,10460,Convenience Store | Medium Grocery Store,3,3,19.5,Moderate,Dollar Sale Inc | Hua Mei Discount Store Inc. | Penny Mountain Inc.
1686 George St,11385,Small Grocery Store,3,3,23.1,Moderate,A.T. Grocery Store | PAULINO GROCERY STORE | TRONCOSO BROTHERS CORP
920 Teller Ave,10451,Convenience Store | Medium Grocery Store,3,3,28.1,Moderate,F G Grocery | PEPE GROCERY | Teller Mart LLC
920 E 173rd St,10460,Combination Grocery/Other | Convenience Store | Small Grocery Store,3,3,19.8,Moderate,Esa's Mini Market Inc | Fos Mini Market Inc | Variety Deli Discount
1011 Rutland Rd,11212,Convenience Store | Small Grocery Store,3,3,21.3,Moderate,R & S Deli Grocery Ny Corp | Ray Deli & Grocery Ny Corp I | Rutland Deli Corp
152 E 171st St,10452,Convenience Store | Medium Grocery Store | Small Grocery Store,3,3,16.7,Moderate,152 Meat Deli & Grocery Inc | 152 V M Grocery Corp - V-M Grocery | El Nazareno Meat Product Corp.
152 E 188th St,10468,Convenience Store | Small Grocery Store,3,2,19.4,Moderate,"Family Convenience Store | Fordham Lucky 7 Grocery, Inc. | Fordham Of The Bronx Deli Inc"
17 Mount Hope Pl,10453,Medium Grocery Store | Small Grocery Store,3,3,21,Moderate,African Halal Meat Market and Grocery | BRONX AFRICAN HALAL MEAT & GROCER | Bronx-African Meat & Grocery Store
17 Corson Ave,10301,Convenience Store | Fruits/Veg Specialty | Small Grocery Store,3,2,3.5,Moderate,A&c Deli & Grocery Store Llc | Corson Fruits And Vegetables | San Judas Deli & Grocery Corp.
1695 1st Ave,10128,Convenience Store | Large Grocery Store | Medium Grocery Store,3,3,12.4,Moderate,88 Street Pharmacy | North Elm Health Corp | Sreeven Pharmacy Inc
1662 Boston Rd,10460,Convenience Store | Small Grocery Store,3,4,11.4,Moderate,"A G R Deli Grocery,corp. | Boston Gourmet And Deli Corp | Boston Gourmet and Deli Corp"
1660 Madison Ave,10029,Large Grocery Store | Supermarket,3,1,12.9,Moderate,A & M Madison Food Corp DBA Pioneer Supermarket | J & T Nanda Corp/C-Town  Fresh Market | NYC Fresh Market / Goris Grocers Madison Ave Corp
16602 Baisley Blvd,11434,Seafood Specialty | Super Store,3,1,11.8,Moderate,Chy Fish Inc | Rochdale Meat & Produce Llc/Key Food
